-115.79,54.14,782.4,CAE03057376,WHITECOURT A
-115.19,50.94,2543.0,CAE0305MGFF,NAKISKA RIDGETOP
-114.45,54.09,648.0,CAE03060535,BARRHEAD CS
-114.68,54.13,647.0,CAE03061201,CAMPSIE AUTO
-116.47,53.58,926.9,CAE03062239,EDSON
-116.45,53.58,927.0,CAE03062246,EDSON CLIMATE
-111.21,56.65,368.8,CAE03062696,FORT MCMURRAY CS
-111.22,56.65,369.1,CAE03062697,FORT MCMURRAY A
-118.45,53.8,1448.0,CAE03063135,HENDRICKSON CREEK
-113.54,54.82,618.7,CAE03063600,ISLAND LAKE SOUTH
-112.02,54.77,567.0,CAE03063686,LAC LA BICHE CLIMATE
-111.56,57.04,310.0,CAE03064528,MILDRED LAKE
-114.78,55.29,582.8,CAE03065995,SLAVE LAKE
-114.78,55.29,582.8,CAE03065997,SLAVE LAKE RCS
-118.35,53.39,1370.0,CAE0306GE70,WILLOW CREEK 1
-119.4,55.2,745.0,CAE03070600,BEAVERLODGE RCS
-110.44,58.98,214.9,CAE03072246,EGG ISLAND
-111.12,58.77,238.0,CAE03072655,FORT CHIPEWYAN
-111.12,58.77,238.0,CAE03072659,FORT CHIPEWYAN RCS
-116.04,58.38,289.0,CAE03072723,FORT VERMILION
-118.88,55.18,669.0,CAE03072921,GRANDE PRAIRIE A
-117.16,58.62,338.0,CAE03073140,HIGH LEVEL A
-117.16,58.63,339.0,CAE03073148,HIGH LEVEL
-117.45,56.23,570.9,CAE03075041,PEACE RIVER A
-117.45,56.19,559.5,CAE03075043,ROMA
-115.28,56.55,546.0,CAE03075488,RED EARTH
-113.87,58.71,240.8,CAE0307KPFP,GARDEN RIVER
-110.28,54.42,541.0,CAE03081680,COLD LAKE A
-104.71,50.2,580.0,CAE04010811,BRATT'S LAKE CLIMATE
-102.57,50.37,599.8,CAE04010879,BROADVIEW
-102.97,49.21,580.3,CAE04012403,ESTEVAN A
-102.97,49.22,580.6,CAE04012410,ESTEVAN
-103.65,50.55,579.1,CAE04013480,INDIAN HEAD CDA
-105.25,51.42,497.0,CAE04014156,LAST MOUNTAIN CS
